label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125
again,0.0,0.0,0.0,-0.09109509063403161,-0.26309856138234755,-0.03530351215566461,-0.20810547938383342,-0.5455592628820307,-0.11445725414394606,-0.2345774141781253,-0.7616465146382375,-0.18290484718119768,-0.1854627266681608,-0.946446434536761,-0.26427773945125144,-0.18464635501775128,-0.46206808281712136,-0.2860499730497601,-0.44890716917502455,-0.4786202449191247,-0.3794727564972332,-0.5978566041545675,-0.4766704319160732,-0.42954859305458304,-0.7176130095622317,-0.4646850243031526,-0.46517085549479853,-0.1593984734991837,-0.2634951506100831,-0.31499477421152566,-0.4730105169433709,-0.29132439150816153,-0.40251652819681755,-0.6438863086235016,-0.297700647373774,-0.42550566623689634,-0.7677395542228009,-0.2827636536049966,-0.4541945679473656,-0.15349587741591575,-0.06411837972132876,-0.32825217010399516,-0.47397699610387867,-0.10182417617827014,-0.3897279661734601,-0.43230934096870144,-0.13904694914062476,-0.34334280078210055,-0.35083596886343316,-0.1590610917442412,-0.31404561791866603,-0.1692686905451442,0.11098419166493667,-0.34156067025674036,-0.4167768151013193,0.05290987211028896,-0.38890338326769974,-0.39230583358463256,-0.0021411208470154563,-0.350341527426153,-0.3247609114110997,-0.039853543931082085,-0.32087723831347287,0.0,0.0,0.0,0.07580524193175531,-0.2257372031020457,-0.057534818230228206,0.2258945025701033,-0.4831677477894033,-0.14134111725724036,0.2973450663457688,-0.6612906163014156,-0.20992937264705422,0.3180685764767188,-0.8573011578912691,-0.26691422156076716,0.24101645239104721,-0.39532349856411636,-0.29449123616527545,0.5299677142096243,-0.38986748591940534,-0.39925577865046047,0.47262780998474546,-0.3479634158149312,-0.43622695014130053,0.3686500824561392,-0.3367980915335335,-0.4437805404730095,0.21920764739416534,-0.19421648597082627,-0.30540602074622447,0.5776055524051826,-0.19142765612876753,-0.40569834719667647,0.7536794782247377,-0.18429526470079977,-0.42097481734313275,0.8856933545573352,-0.1683359989330274,-0.43267802481313317,0.20800714710855292,0.003556349608966652,-0.30179726444926286,0.5168685831412129,-0.017758879671890007,-0.35314535719773676,0.5046865691127131,-0.02697943940423853,-0.2838105347907039,0.45718975255030475,-0.017725053536911447,-0.23399517885793694,0.20948239537561086,0.18011813405131108,-0.3005869081687976,0.45576159089836954,0.10755773955124333,-0.30152931540587047,0.43953378055665937,0.08548356614333247,-0.2185324863099349,0.38063295107025813,0.09650516905310758,-0.1594996872546737
again,0.0,0.0,0.0,-0.07586982857901009,-0.2559047764309817,-0.029926119034787563,-0.19221154623776787,-0.5463794462451784,-0.09948446304122346,-0.22155861235728683,-0.7679574594835491,-0.16180005868385658,-0.177763256031443,-0.955751521414953,-0.2343912415558703,-0.18144804748836338,-0.4659793055407351,-0.25245874204928154,-0.44597520840955845,-0.4976603939710733,-0.3435789875111307,-0.5912169463534985,-0.496718281681845,-0.3960677272962607,-0.7065484422468826,-0.48428671994393246,-0.43383542938195613,-0.166725668238641,-0.27220041578221366,-0.2860996978550682,-0.471418844773985,-0.33029490944136886,-0.3714464612582027,-0.64732938545937,-0.34723077786836826,-0.40120686246123877,-0.7791841026707428,-0.34074537979030683,-0.43601933565545276,-0.1681537657192749,-0.0740343125956151,-0.30610965996891293,-0.4802408794659905,-0.1206448606021382,-0.3676683116607476,-0.4170464307900036,-0.13336729796140734,-0.32392658294768695,-0.3266831808770409,-0.13749707132914477,-0.2969235147693318,-0.18727023814213964,0.099153087398063,-0.32648134187892314,-0.4256494143991331,0.03478481661905192,-0.3766242605904471,-0.3698257869910987,0.00925848571894166,-0.33824178448572556,-0.283531906284201,-0.0001963479241607679,-0.30871859689253756,0.0,0.0,0.0,0.06998505983638904,-0.21225278582376564,-0.06008269295829795,0.1938752847950912,-0.44984395036784375,-0.15820530585820047,0.24661511311665013,-0.6289353785517526,-0.2410354031807157,0.22571387969284926,-0.8066266494384245,-0.3208030171981545,0.17721293547775183,-0.3529612181956517,-0.2987463885393838,0.25605133379002715,-0.44059052622663003,-0.442424534085452,0.24892469206961257,-0.503464123937673,-0.540395707363192,0.2070270855064404,-0.5933958843511591,-0.5926315446221938,0.143962210644393,-0.18973610140929106,-0.3194239901823159,0.4772352802390445,-0.21744377974297643,-0.4439347968962142,0.6847178248632454,-0.23723640386684264,-0.48995722680572024,0.8211632853205331,-0.2403877733219154,-0.5175949934832449,0.145706011168956,0.0006023377348320928,-0.32758448347859526,0.473067519305721,-0.030978631640988182,-0.3986744467982825,0.5151427912703291,-0.07013443275311976,-0.34214296229914737,0.48780284397210677,-0.0930057353134207,-0.29390632476578904,0.16308707511665288,0.16050661522070692,-0.3396462396060443,0.40386324652835,0.08765724418716081,-0.35696227359834193,0.4119101422915813,0.03565993324127811,-0.280998003334025,0.3635074022173498,0.020193422446239097,-0.22107395060277743
again,0.0,0.0,0.0,-0.09738328605643473,-0.2817205592771623,-0.04016198866575034,-0.17802667177025205,-0.5735971781438719,-0.10911480372230474,-0.1818765507957438,-0.7893362928232659,-0.1696981142614234,-0.11841344275565664,-0.9630569499159654,-0.24186683896993927,-0.10917350491969344,-0.47381506207233137,-0.23939821955832655,-0.2748882932291446,-0.5078299326236073,-0.33547613194237136,-0.3847638634341579,-0.5024972027273545,-0.39423163768689634,-0.49560518340804927,-0.49796722023940276,-0.4362984398057306,-0.0656427476543121,-0.29174313661867807,-0.27371208820605464,-0.307438424283057,-0.33141888092595106,-0.36371572047538175,-0.46668902099125276,-0.3347446709968317,-0.394432894975929,-0.5885025532314914,-0.31244243988260806,-0.4295718472040712,-0.05676061639987797,-0.0971086206614467,-0.2989240291092004,-0.31321638022456033,-0.11707790722914417,-0.3741762864432512,-0.3091357594498003,-0.12167106561012798,-0.3468536753192611,-0.2699943719623717,-0.12500584006308765,-0.33059868204274334,-0.07262204382809959,0.07715573415627446,-0.32445411339918107,-0.2857810721491739,0.05783218222435364,-0.3807850481608976,-0.2853178773397652,0.030346533087476688,-0.35396381547015215,-0.24901683807246994,0.007014520655906933,-0.33516164291729483,0.0,0.0,0.0,0.06874292675246356,-0.21938972129883907,-0.04979652404347453,0.19943786898930474,-0.4757005213718542,-0.1386274540204559,0.25212994338853706,-0.6638675786373522,-0.21324337190873893,0.25440847327799454,-0.860329194621069,-0.2750574462584897,0.2278999286761093,-0.3693124790700197,-0.30289885649591564,0.5296368069888808,-0.372589763076311,-0.40154759940088347,0.4726987084838937,-0.3468152599220775,-0.42297411302048743,0.37281671838574176,-0.33400324896384814,-0.4194979690178289,0.2099159817337952,-0.186884129335799,-0.318693013622961,0.5689529769391514,-0.22004084731037632,-0.4238893007122455,0.73397977501332,-0.24924558261421317,-0.44187982606932574,0.8560214293517281,-0.2468706378333399,-0.4541830034979119,0.20425957291224797,-0.0038841427684649576,-0.31626992992153363,0.4965455990613494,-0.03546190414886829,-0.3708148216921562,0.42964860290231777,-0.06483315557647229,-0.297691218906694,0.3367994863903677,-0.06290595415061738,-0.2438982365175801,0.21146451315967593,0.16377813272137648,-0.31489983799618365,0.44055917789252613,0.09712604546207482,-0.3202993460160835,0.3916560648231116,0.0736963360210366,-0.23612666177326713,0.308772492905126,0.08074634089569191,-0.1748306375863475
again,0.0,0.0,0.0,-0.09228643134610377,-0.26394946049061624,-0.03223216971018884,-0.21373814792695472,-0.5463661410664362,-0.10990237132470734,-0.2430484554895905,-0.7624664878140923,-0.17775963854582766,-0.19086589242192037,-0.946851917330805,-0.2589240385846057,-0.19058438686297668,-0.46460628134180354,-0.2843418522250553,-0.45546731295577275,-0.48496306123797556,-0.37488499137303427,-0.602698705195177,-0.4858861376056746,-0.4230774479678405,-0.721132562636796,-0.47527360574274646,-0.4584396625133538,-0.16107284125163193,-0.26682016252775126,-0.3157045317116178,-0.4747377774164457,-0.2951696793783401,-0.4035577486183404,-0.6467870583743925,-0.3010457165460181,-0.42780536798668706,-0.773492881236883,-0.28355921173213944,-0.458010715215752,-0.1525044268523581,-0.06535682398064192,-0.33085968519210596,-0.47767038790562344,-0.10168356509306674,-0.39342664391896975,-0.4298202779346994,-0.13682251783595464,-0.3484807519402522,-0.34404988906394285,-0.15514485791155033,-0.32054498991081554,-0.16710670939244868,0.11148758680414499,-0.34562463752687433,-0.4187022315392293,0.05565427520360152,-0.39507383569814786,-0.3846258270789873,0.005240728363267117,-0.35764708101572024,-0.30791157735497676,-0.027680905568527436,-0.3291069999874643,0.0,0.0,0.0,0.08041321103297695,-0.22299308820428485,-0.06001287631603832,0.23092534277341176,-0.4780437784605067,-0.148176546338106,0.2965363187358049,-0.6621960308572805,-0.22047790439981027,0.3125445931065826,-0.8590554625099744,-0.2832307402423584,0.25023321798146614,-0.3866466834533735,-0.30259398236709595,0.5477413676682,-0.3666932016841654,-0.40764442926208994,0.5074267022887532,-0.3226555830349057,-0.44475481298468633,0.41625076036359876,-0.31273688303739283,-0.4521209329661089,0.22704069294010365,-0.18527657830714692,-0.31254018886902635,0.585141405302933,-0.1848614837244,-0.41077057593069505,0.7609785534851058,-0.1743730707376074,-0.4251907478176895,0.8864022365187216,-0.15512221401619408,-0.4361515491355297,0.2136916821400763,0.015214577036734244,-0.30789003636024137,0.5440527041365603,0.003713201142442574,-0.3589389627116394,0.5571524851653248,-0.004696435790699808,-0.2952705869275599,0.5234529079905021,0.005851748299330329,-0.24965389044464392,0.2123140368566399,0.18906590896002884,-0.3051586542346636,0.470000711411825,0.127866905524638,-0.3072086064602394,0.4694994206065145,0.09705395805143385,-0.23089714806384315,0.4214694068457422,0.10082000943252854,-0.1773309734965252
again,0.0,0.0,0.0,-0.09817889965070854,-0.28824682964785103,-0.04396806866574903,-0.1663702791812416,-0.5835163047908913,-0.10955192587559133,-0.15778768979488492,-0.7965670493197656,-0.1655873022199321,-0.09314399582292691,-0.9679425624830174,-0.2332624954336824,-0.08688655635007697,-0.4913463079049654,-0.22981368636113192,-0.24569613083304528,-0.5216909701686602,-0.3209511036145684,-0.3609016579766784,-0.5116758102290295,-0.37851805637253516,-0.4744177979020108,-0.5007477850346154,-0.41940213785067876,-0.034824394977342736,-0.3076445608154075,-0.25789805837416924,-0.2757904623979982,-0.33694815649072934,-0.34035307826006655,-0.43118400263804735,-0.3374132140732872,-0.36855060968488357,-0.5495486093602903,-0.3130039009567184,-0.4027201980660135,-0.0217820827733235,-0.11426257804523016,-0.27850273126785363,-0.2696089225306102,-0.134257156110283,-0.34987264827585124,-0.2854771840449025,-0.14567783874378662,-0.32946231287197014,-0.26442677346823235,-0.14921048238055193,-0.3191348605556842,-0.03393126361997936,0.056670509417819606,-0.2993294795071556,-0.24153697045301212,0.038755028545294064,-0.35483599947557465,-0.2633603150118504,0.0013322450747815225,-0.33462600453029245,-0.25008078204094186,-0.03207117128903052,-0.32113857564005943,0.0,0.0,0.0,0.06638645924482722,-0.22802632836662995,-0.04834020315751138,0.1969585849136854,-0.4780207716037608,-0.13825475075346133,0.24994737226002775,-0.6594777294470952,-0.21375246808425288,0.25580850379370357,-0.8607211556847121,-0.2750224641828053,0.247719000408594,-0.3571207986044899,-0.3085372245214293,0.5560510422874345,-0.3641930573933791,-0.4037499570562239,0.4855583487742329,-0.34713732775447337,-0.4169231950888443,0.3738188994100163,-0.33602373873171754,-0.40717594312906236,0.22717407411159168,-0.17118228284275205,-0.32418891193141436,0.5921111432487852,-0.20449526351924951,-0.4343706644674442,0.7472898468395084,-0.23661854425757028,-0.44787333021940867,0.8606570810947348,-0.23003095755597455,-0.4542633017616245,0.21669929561803808,0.01420368462095049,-0.3206204342002822,0.5126312800073934,-0.022110088125963056,-0.37837241044330483,0.44435375635351587,-0.06210728579185375,-0.30041087997509214,0.3492837919585251,-0.05937868976818061,-0.24084805352115146,0.21706888227673146,0.18593865400249296,-0.31749011054236065,0.45312872652266556,0.11330944961960496,-0.3243973098696901,0.4036486277808854,0.07592403453934891,-0.23698837163945352,0.31415965002941065,0.07889980503309642,-0.1714755594065124
again,0.0,0.0,0.0,-0.09817889965070854,-0.28824682964785103,-0.04396806866574903,-0.1663702791812416,-0.5835163047908913,-0.10955192587559133,-0.15778768979488492,-0.7965670493197656,-0.1655873022199321,-0.09314399582292691,-0.9679425624830174,-0.2332624954336824,-0.08688655635007697,-0.4913463079049654,-0.22981368636113192,-0.24569613083304528,-0.5216909701686602,-0.3209511036145684,-0.3609016579766784,-0.5116758102290295,-0.37851805637253516,-0.4744177979020108,-0.5007477850346154,-0.41940213785067876,-0.034824394977342736,-0.3076445608154075,-0.25789805837416924,-0.2757904623979982,-0.33694815649072934,-0.34035307826006655,-0.43118400263804735,-0.3374132140732872,-0.36855060968488357,-0.5495486093602903,-0.3130039009567184,-0.4027201980660135,-0.0217820827733235,-0.11426257804523016,-0.27850273126785363,-0.2696089225306102,-0.134257156110283,-0.34987264827585124,-0.2854771840449025,-0.14567783874378662,-0.32946231287197014,-0.26442677346823235,-0.14921048238055193,-0.3191348605556842,-0.03393126361997936,0.056670509417819606,-0.2993294795071556,-0.24153697045301212,0.038755028545294064,-0.35483599947557465,-0.2633603150118504,0.0013322450747815225,-0.33462600453029245,-0.25008078204094186,-0.03207117128903052,-0.32113857564005943,0.0,0.0,0.0,0.06638645924482722,-0.22802632836662995,-0.04834020315751138,0.1969585849136854,-0.4780207716037608,-0.13825475075346133,0.24994737226002775,-0.6594777294470952,-0.21375246808425288,0.25580850379370357,-0.8607211556847121,-0.2750224641828053,0.247719000408594,-0.3571207986044899,-0.3085372245214293,0.5560510422874345,-0.3641930573933791,-0.4037499570562239,0.4855583487742329,-0.34713732775447337,-0.4169231950888443,0.3738188994100163,-0.33602373873171754,-0.40717594312906236,0.22717407411159168,-0.17118228284275205,-0.32418891193141436,0.5921111432487852,-0.20449526351924951,-0.4343706644674442,0.7472898468395084,-0.23661854425757028,-0.44787333021940867,0.8606570810947348,-0.23003095755597455,-0.4542633017616245,0.21669929561803808,0.01420368462095049,-0.3206204342002822,0.5126312800073934,-0.022110088125963056,-0.37837241044330483,0.44435375635351587,-0.06210728579185375,-0.30041087997509214,0.3492837919585251,-0.05937868976818061,-0.24084805352115146,0.21706888227673146,0.18593865400249296,-0.31749011054236065,0.45312872652266556,0.11330944961960496,-0.3243973098696901,0.4036486277808854,0.07592403453934891,-0.23698837163945352,0.31415965002941065,0.07889980503309642,-0.1714755594065124
again,0.0,0.0,0.0,-0.09535175278309417,-0.2797006777627868,-0.048434278204973424,-0.17468703018159262,-0.5673785624162135,-0.12107413949473894,-0.17850013951820734,-0.7805251820566722,-0.18268709781414524,-0.11885810569001067,-0.9593756155909107,-0.2558733650096145,-0.098406377692607,-0.47059842087492343,-0.2546929623391648,-0.2571053947461582,-0.5112314160123275,-0.3536638125283737,-0.37426742762608706,-0.5034496962301187,-0.41189141104609983,-0.488886878533928,-0.48609743855133525,-0.45189049619393024,-0.054553676557675526,-0.29160803634260357,-0.2820853677926335,-0.3076234010049923,-0.3186028900211404,-0.37194251665799805,-0.46751408414637347,-0.31546759891134457,-0.40138401367799365,-0.5861796183737463,-0.28562693609821,-0.4368577735840426,-0.04708934564611566,-0.10153583751081614,-0.3004420654472303,-0.31145233813305667,-0.11844644427204305,-0.37553775089169683,-0.3018046050430959,-0.13264952681344314,-0.34911533567059017,-0.25606659180206587,-0.14145200030388055,-0.33465092101992544,-0.06676162433476039,0.06708095696927154,-0.3194309028778833,-0.28644456648283434,0.04619354818617398,-0.3791810932809861,-0.2706374622342572,0.02009088212040608,-0.35387519684839247,-0.21777125038955927,-0.0014514362439910517,-0.33584453087161775,0.0,0.0,0.0,0.06361919726965318,-0.22675828913686621,-0.05380379555446459,0.1958646572872702,-0.47817888846889783,-0.14350617822775322,0.2505218395595243,-0.663038837566072,-0.21887032692171945,0.2556142742496352,-0.8648996656821655,-0.2802902682097933,0.24453253751785733,-0.35483004979136495,-0.30412094700897163,0.5527969764864636,-0.3720164561531703,-0.40069896810333805,0.48193912889900353,-0.35114739862025995,-0.4181027225158761,0.3705258592505802,-0.3385916762364639,-0.4112536305553643,0.22661628747585866,-0.16873399936470948,-0.31761657179854813,0.5907387549447756,-0.20494344166632705,-0.42119532384335223,0.7496231938859562,-0.2333912946606128,-0.43570430500748314,0.8667850776669154,-0.22533813234746097,-0.44486667131188623,0.21669838962909085,0.017567974497306404,-0.3137204975979426,0.5141857015494035,-0.019464320469774476,-0.3695179335829812,0.44324066241885673,-0.059285623380987876,-0.29540929229445456,0.34543572174110576,-0.057932752669848805,-0.23944209914112366,0.21784211278028595,0.1885269001833504,-0.3110874041132925,0.45273276555159647,0.11956273516109363,-0.3205010418662208,0.40175921570575546,0.08196649875054446,-0.23678009366971853,0.31115710952706765,0.08319615183085861,-0.17420766802234203
again,0.0,0.0,0.0,-0.09535175278309417,-0.2797006777627868,-0.048434278204973424,-0.17468703018159262,-0.5673785624162135,-0.12107413949473894,-0.17850013951820734,-0.7805251820566722,-0.18268709781414524,-0.11885810569001067,-0.9593756155909107,-0.2558733650096145,-0.098406377692607,-0.47059842087492343,-0.2546929623391648,-0.2571053947461582,-0.5112314160123275,-0.3536638125283737,-0.37426742762608706,-0.5034496962301187,-0.41189141104609983,-0.488886878533928,-0.48609743855133525,-0.45189049619393024,-0.054553676557675526,-0.29160803634260357,-0.2820853677926335,-0.3076234010049923,-0.3186028900211404,-0.37194251665799805,-0.46751408414637347,-0.31546759891134457,-0.40138401367799365,-0.5861796183737463,-0.28562693609821,-0.4368577735840426,-0.04708934564611566,-0.10153583751081614,-0.3004420654472303,-0.31145233813305667,-0.11844644427204305,-0.37553775089169683,-0.3018046050430959,-0.13264952681344314,-0.34911533567059017,-0.25606659180206587,-0.14145200030388055,-0.33465092101992544,-0.06676162433476039,0.06708095696927154,-0.3194309028778833,-0.28644456648283434,0.04619354818617398,-0.3791810932809861,-0.2706374622342572,0.02009088212040608,-0.35387519684839247,-0.21777125038955927,-0.0014514362439910517,-0.33584453087161775,0.0,0.0,0.0,0.06361919726965318,-0.22675828913686621,-0.05380379555446459,0.1958646572872702,-0.47817888846889783,-0.14350617822775322,0.2505218395595243,-0.663038837566072,-0.21887032692171945,0.2556142742496352,-0.8648996656821655,-0.2802902682097933,0.24453253751785733,-0.35483004979136495,-0.30412094700897163,0.5527969764864636,-0.3720164561531703,-0.40069896810333805,0.48193912889900353,-0.35114739862025995,-0.4181027225158761,0.3705258592505802,-0.3385916762364639,-0.4112536305553643,0.22661628747585866,-0.16873399936470948,-0.31761657179854813,0.5907387549447756,-0.20494344166632705,-0.42119532384335223,0.7496231938859562,-0.2333912946606128,-0.43570430500748314,0.8667850776669154,-0.22533813234746097,-0.44486667131188623,0.21669838962909085,0.017567974497306404,-0.3137204975979426,0.5141857015494035,-0.019464320469774476,-0.3695179335829812,0.44324066241885673,-0.059285623380987876,-0.29540929229445456,0.34543572174110576,-0.057932752669848805,-0.23944209914112366,0.21784211278028595,0.1885269001833504,-0.3110874041132925,0.45273276555159647,0.11956273516109363,-0.3205010418662208,0.40175921570575546,0.08196649875054446,-0.23678009366971853,0.31115710952706765,0.08319615183085861,-0.17420766802234203
again,0.0,0.0,0.0,-0.09493172408547809,-0.2581610750951855,-0.03858284281774549,-0.20482683157623816,-0.5361534558968285,-0.11934665230413923,-0.21964143192730465,-0.7578288997173048,-0.1899174609153648,-0.16783652376915778,-0.9471499585057248,-0.27338225507828534,-0.14943458334536705,-0.4455452653284271,-0.2870369956883571,-0.40669427306019434,-0.4666465357515894,-0.3832072628608093,-0.5559930349890626,-0.4708121854900964,-0.43473787380802187,-0.6761158398665913,-0.46556809991561243,-0.46977238768995994,-0.13003018434498095,-0.23955423048366148,-0.31652218776931657,-0.4438681121417518,-0.2769462111701947,-0.4085679135888391,-0.623987993883632,-0.2910319262343447,-0.4346782020131083,-0.7514760425589965,-0.28128670512811343,-0.4646602626186124,-0.13431262671270067,-0.037484780496993844,-0.3309581428313417,-0.45889244282225455,-0.09073229135505002,-0.401514369600136,-0.4327656420988729,-0.12417800491591847,-0.36090790275987633,-0.3591275446558625,-0.13705663299526571,-0.33198549051014825,-0.16260967441504168,0.13730897126145136,-0.34521977076056615,-0.41746925491608367,0.07263012327589731,-0.3974220082706332,-0.3929905126393964,0.024535277079493913,-0.35929869475389115,-0.320007529460128,0.0009911516160340478,-0.32818080169858516,0.0,0.0,0.0,0.08118441467285613,-0.21100070772048887,-0.06060519556485429,0.21989413167258115,-0.45675368305616804,-0.15364027972707747,0.2745155906226202,-0.6399400629636023,-0.23260759886001106,0.2826372394484169,-0.8406696176319616,-0.30035382714823167,0.23512054599488294,-0.37343368423642315,-0.307457964806102,0.5240876186820891,-0.36328752488734367,-0.4190405682240941,0.4912076735051245,-0.3166437782715293,-0.4561310504209684,0.41010182835284237,-0.29602627503707696,-0.4637780532389142,0.20965239734505003,-0.18713810390386437,-0.3221837226628286,0.5557994252335337,-0.2021671975123959,-0.43333946756219544,0.7284481614957682,-0.20736699296166958,-0.458913272485129,0.8571123168339432,-0.1911067616051853,-0.47836877197443506,0.1963049784887488,0.003089109588813402,-0.3209671507712014,0.49084503390970824,-0.017542887748977717,-0.38243054402700355,0.4273229757088943,-0.040209943299114974,-0.3118213715644437,0.33301931667784224,-0.03888236953686872,-0.26043394529835895,0.19746206715429757,0.1720005197792526,-0.32287764579841843,0.4371651894057808,0.11759381751878241,-0.33692250368666393,0.3927023030715421,0.08844086598351042,-0.25699127286696266,0.30460958258010923,0.09040560626876751,-0.198454899202735
again,0.0,0.0,0.0,-0.09493172408547809,-0.2581610750951855,-0.03858284281774549,-0.20482683157623816,-0.5361534558968285,-0.11934665230413923,-0.21964143192730465,-0.7578288997173048,-0.1899174609153648,-0.16783652376915778,-0.9471499585057248,-0.27338225507828534,-0.14943458334536705,-0.4455452653284271,-0.2870369956883571,-0.40669427306019434,-0.4666465357515894,-0.3832072628608093,-0.5559930349890626,-0.4708121854900964,-0.43473787380802187,-0.6761158398665913,-0.46556809991561243,-0.46977238768995994,-0.13003018434498095,-0.23955423048366148,-0.31652218776931657,-0.4438681121417518,-0.2769462111701947,-0.4085679135888391,-0.623987993883632,-0.2910319262343447,-0.4346782020131083,-0.7514760425589965,-0.28128670512811343,-0.4646602626186124,-0.13431262671270067,-0.037484780496993844,-0.3309581428313417,-0.45889244282225455,-0.09073229135505002,-0.401514369600136,-0.4327656420988729,-0.12417800491591847,-0.36090790275987633,-0.3591275446558625,-0.13705663299526571,-0.33198549051014825,-0.16260967441504168,0.13730897126145136,-0.34521977076056615,-0.41746925491608367,0.07263012327589731,-0.3974220082706332,-0.3929905126393964,0.024535277079493913,-0.35929869475389115,-0.320007529460128,0.0009911516160340478,-0.32818080169858516,0.0,0.0,0.0,0.08118441467285613,-0.21100070772048887,-0.06060519556485429,0.21989413167258115,-0.45675368305616804,-0.15364027972707747,0.2745155906226202,-0.6399400629636023,-0.23260759886001106,0.2826372394484169,-0.8406696176319616,-0.30035382714823167,0.23512054599488294,-0.37343368423642315,-0.307457964806102,0.5240876186820891,-0.36328752488734367,-0.4190405682240941,0.4912076735051245,-0.3166437782715293,-0.4561310504209684,0.41010182835284237,-0.29602627503707696,-0.4637780532389142,0.20965239734505003,-0.18713810390386437,-0.3221837226628286,0.5557994252335337,-0.2021671975123959,-0.43333946756219544,0.7284481614957682,-0.20736699296166958,-0.458913272485129,0.8571123168339432,-0.1911067616051853,-0.47836877197443506,0.1963049784887488,0.003089109588813402,-0.3209671507712014,0.49084503390970824,-0.017542887748977717,-0.38243054402700355,0.4273229757088943,-0.040209943299114974,-0.3118213715644437,0.33301931667784224,-0.03888236953686872,-0.26043394529835895,0.19746206715429757,0.1720005197792526,-0.32287764579841843,0.4371651894057808,0.11759381751878241,-0.33692250368666393,0.3927023030715421,0.08844086598351042,-0.25699127286696266,0.30460958258010923,0.09040560626876751,-0.198454899202735
